,text,level,node,lemmas,pos,stops
36,"place and maintain the ballot box on a desk, table, counter or similar place so that it is raised above the floor and constantly in the view of all persons present,",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Duties_of_deputy_returning_officers--72--1--c","['place', 'and', 'maintain', 'the', 'ballot', 'box', 'on', 'a', 'desk', ',', 'table', ',', 'counter', 'or', 'similar', 'place', 'so', 'that', 'it', 'be', 'raise', 'above', 'the', 'floor', 'and', 'constantly', 'in', 'the', 'view', 'of', 'all', 'person', 'present', ',']","['VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'SCONJ', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","[False, True, False, True, False, False, True, True, False, False, False, False, False, True, False, False, True, True, True, True, False, True, True, False, True, False, True, True, False, True, True, False, False, False]"
37,the number of residences contacted during an enumeration;,9,Alberta_Election_Act--Election_Lists--2--None--3--Enumerations--21--4--a,"['the', 'number', 'of', 'residence', 'contact', 'during', 'an', 'enumeration', ';']","['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","[True, False, True, False, False, True, True, False, False]"
38,The deputy returning officer shall provide to the poll clerk and any other person present who wishes to keep a tally a sufficient number of tally sheets.,8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Procedure_on_close_of_poll--111--4","['the', 'deputy', 'return', 'officer', 'shall', 'provide', 'to', 'the', 'poll', 'clerk', 'and', 'any', 'other', 'person', 'present', 'who', 'wish', 'to', 'keep', 'a', 'tally', 'a', 'sufficient', 'number', 'of', 'tally', 'sheet', '.']","['DET', 'NOUN', 'VERB', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'ADJ', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","[True, False, False, False, False, False, True, True, False, False, True, True, True, False, False, True, False, True, True, True, False, True, False, False, True, False, False, False]"
39,voting at a mobile poll;,9,Alberta_Election_Act--Appointments--1--None--0--Directives_issued_by_the_Chief_Electoral_Officer--4.11--3--c,"['vote', 'at', 'a', 'mobile', 'poll', ';']","['VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","[False, True, True, False, False, False]"
40,"if the person’s name does not appear on any list of electors,",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Voting_in_advance_poll--99--1--b","['if', 'the', 'person', '’s', 'name', 'do', 'not', 'appear', 'on', 'any', 'list', 'of', 'elector', ',']","['SCONJ', 'DET', 'NOUN', 'PART', 'NOUN', 'AUX', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[True, True, False, True, True, True, True, False, True, True, False, True, False, False]"
41,No polling place may be situated in licensed premises.,8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Location_of_polling_places--52--7","['no', 'polling', 'place', 'may', 'be', 'situate', 'in', 'licensed', 'premise', '.']","['DET', 'NOUN', 'NOUN', 'AUX', 'AUX', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","[True, False, False, True, True, False, True, False, False, False]"
42,Maintenance of register,6,Alberta_Election_Act--Election_Lists--2--None--1--Maintenance_of_register,"['maintenance', 'of', 'register']","['NOUN', 'ADP', 'NOUN']","[False, True, False]"
43,"a new election for the electoral division shall be commenced under section 39 as if the election were a by‑election, and",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Death_of_candidate--66--1--b","['a', 'new', 'election', 'for', 'the', 'electoral', 'division', 'shall', 'be', 'commence', 'under', 'section', '39', 'as', 'if', 'the', 'election', 'be', 'a', 'by‑election', ',', 'and']","['DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'AUX', 'AUX', 'VERB', 'ADP', 'NOUN', 'NUM', 'SCONJ', 'SCONJ', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'PUNCT', 'CCONJ']","[True, False, False, True, True, False, False, False, True, False, True, False, False, True, True, True, False, True, True, False, False, True]"
44,the percentage of persons who responded to the enumeration;,9,Alberta_Election_Act--Election_Lists--2--None--3--Enumerations--21--4--b,"['the', 'percentage', 'of', 'person', 'who', 'respond', 'to', 'the', 'enumeration', ';']","['DET', 'NOUN', 'ADP', 'NOUN', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","[True, False, True, False, True, False, True, True, False, False]"
45,"After the closing of the polling places on polling day, the deputy returning officer of each mobile poll and the deputy returning officer’s poll clerk shall attend with the ballot box at a place designated by the returning officer and then, in the presence of any of the candidates or their official agents or scrutineers who attend, shall open the ballot box and proceed to count the votes, and sections 111 and 112 apply, with all necessary modifications, to the count.",8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Mobile_poll_count--124--1","['after', 'the', 'closing', 'of', 'the', 'polling', 'place', 'on', 'polling', 'day', ',', 'the', 'deputy', 'return', 'officer', 'of', 'each', 'mobile', 'poll', 'and', 'the', 'deputy', 'return', 'officer', '’s', 'poll', 'clerk', 'shall', 'attend', 'with', 'the', 'ballot', 'box', 'at', 'a', 'place', 'designate', 'by', 'the', 'return', 'officer', 'and', 'then', ',', 'in', 'the', 'presence', 'of', 'any', 'of', 'the', 'candidate', 'or', 'their', 'official', 'agent', 'or', 'scrutineer', 'who', 'attend', ',', 'shall', 'open', 'the', 'ballot', 'box', 'and', 'proceed', 'to', 'count', 'the', 'vote', ',', 'and', 'section', '111', 'and', '112', 'apply', ',', 'with', 'all', 'necessary', 'modification', ',', 'to', 'the', 'count', '.']","['ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'VERB', 'NOUN', 'PART', 'NOUN', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'VERB', 'NOUN', 'CCONJ', 'ADV', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'AUX', 'VERB', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'NUM', 'CCONJ', 'NUM', 'VERB', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT']","[True, True, False, True, True, False, False, True, False, False, False, True, False, False, False, True, True, False, False, True, True, False, False, False, True, False, False, False, False, True, True, False, False, True, True, False, False, True, True, False, False, True, True, False, True, True, False, True, True, True, True, False, True, True, False, False, True, False, True, False, False, False, False, True, False, False, True, False, True, False, True, False, False, True, False, False, True, False, False, False, True, True, False, False, False, True, True, False, False]"
46,"Each administrative assistant shall, before assuming the administrative assistant’s duties, take the prescribed oath of office.",8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Appointment_of_administrative_assistants--47.1--3","['each', 'administrative', 'assistant', 'shall', ',', 'before', 'assume', 'the', 'administrative', 'assistant', '’s', 'duty', ',', 'take', 'the', 'prescribed', 'oath', 'of', 'office', '.']","['DET', 'ADJ', 'NOUN', 'AUX', 'PUNCT', 'ADP', 'VERB', 'DET', 'ADJ', 'NOUN', 'PART', 'NOUN', 'PUNCT', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[True, False, False, False, False, True, False, True, False, False, True, False, False, True, True, False, False, True, False, False]"
47,"contains a vote for a candidate who has withdrawn,",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Procedure_on_close_of_poll--111--5--h","['contain', 'a', 'vote', 'for', 'a', 'candidate', 'who', 'have', 'withdraw', ',']","['VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'AUX', 'VERB', 'PUNCT']","[False, True, False, True, True, False, True, True, False, False]"
48,A sponsor may charge a fee of up to $0.25 per page for a copy of a report provided under subsection (3).,8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Transmission_of_election_survey_results--135.2--5","['a', 'sponsor', 'may', 'charge', 'a', 'fee', 'of', 'up', 'to', '$', '0.25', 'per', 'page', 'for', 'a', 'copy', 'of', 'a', 'report', 'provide', 'under', 'subsection', '(', '3', ')', '.']","['DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'ADP', 'PART', 'SYM', 'NUM', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT']","[True, False, True, False, True, False, True, True, True, False, False, True, False, True, True, False, True, True, False, False, True, False, False, False, False, False]"
49,"an interpreter, and",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Presence_at_mobile_poll--122--2--c","['an', 'interpreter', ',', 'and']","['DET', 'NOUN', 'PUNCT', 'CCONJ']","[True, False, False, True]"
50,"by or at the expense of a person to a meeting of electors at the person’s usual place of residence, if that residence is a private home,",9,Alberta_Election_Act--Administrative_Penalties_and_Offences--5--None--0--Entertaining--162--2--a,"['by', 'or', 'at', 'the', 'expense', 'of', 'a', 'person', 'to', 'a', 'meeting', 'of', 'elector', 'at', 'the', 'person', '’s', 'usual', 'place', 'of', 'residence', ',', 'if', 'that', 'residence', 'be', 'a', 'private', 'home', ',']","['ADP', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'SCONJ', 'DET', 'NOUN', 'AUX', 'DET', 'ADJ', 'NOUN', 'PUNCT']","[True, True, True, True, False, True, True, False, True, True, False, True, False, True, True, False, True, False, False, True, False, False, True, True, False, True, True, False, False, False]"
51,the equipment must not be used in a way that enables the choice of an elector to be made known to an election officer or scrutineer.,9,Alberta_Election_Act--Appointments--1--None--0--Accessible_voting_equipment--4.12--2--h,"['the', 'equipment', 'must', 'not', 'be', 'use', 'in', 'a', 'way', 'that', 'enable', 'the', 'choice', 'of', 'an', 'elector', 'to', 'be', 'make', 'known', 'to', 'an', 'election', 'officer', 'or', 'scrutineer', '.']","['DET', 'NOUN', 'AUX', 'PART', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'AUX', 'VERB', 'ADJ', 'ADP', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']","[True, False, True, True, True, True, True, True, False, True, False, True, False, True, True, False, True, True, True, False, True, True, False, False, True, False, False]"
52,Voting at a special mobile poll,6,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Voting_at_a_special_mobile_poll","['vote', 'at', 'a', 'special', 'mobile', 'poll']","['VERB', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN']","[False, True, True, False, False, False]"
53,by or on behalf of a candidate,9,Alberta_Election_Act--Administrative_Penalties_and_Offences--5--None--0--Entertaining--162--2--c,"['by', 'or', 'on', 'behalf', 'of', 'a', 'candidate']","['ADP', 'CCONJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN']","[True, True, True, False, True, True, False]"
54,Restrictions on government advertising,6,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Restrictions_on_government_advertising","['restriction', 'on', 'government', 'advertising']","['NOUN', 'ADP', 'NOUN', 'NOUN']","[False, True, False, False]"
55,A person or registered political party to whom a copy of a list of electors has been furnished under this Act shall take all reasonable steps to protect the list and the information contained in it from loss and unauthorized use.,8,Alberta_Election_Act--Election_Lists--2--None--2--Protection_of_list--19.1--1,"['a', 'person', 'or', 'register', 'political', 'party', 'to', 'whom', 'a', 'copy', 'of', 'a', 'list', 'of', 'elector', 'have', 'be', 'furnish', 'under', 'this', 'Act', 'shall', 'take', 'all', 'reasonable', 'step', 'to', 'protect', 'the', 'list', 'and', 'the', 'information', 'contain', 'in', 'it', 'from', 'loss', 'and', 'unauthorized', 'use', '.']","['DET', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'PART', 'PRON', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'PROPN', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'VERB', 'ADP', 'PRON', 'ADP', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']","[True, False, True, False, False, False, True, True, True, False, True, True, False, True, False, True, True, False, True, True, False, False, True, True, False, False, True, False, True, False, True, True, False, False, True, True, True, False, True, False, False, False]"
56,"as soon as possible after the register is updated after the Schedule of electoral divisions in the Electoral Divisions Act is amended or re‑enacted, and",9,Alberta_Election_Act--Election_Lists--2--None--2--Distribution_of_lists_of_electors--18--1--c,"['as', 'soon', 'as', 'possible', 'after', 'the', 'register', 'be', 'update', 'after', 'the', 'Schedule', 'of', 'electoral', 'division', 'in', 'the', 'Electoral', 'Divisions', 'Act', 'be', 'amend', 'or', 're‑enacte', ',', 'and']","['ADV', 'ADV', 'ADP', 'ADJ', 'SCONJ', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'AUX', 'VERB', 'CCONJ', 'VERB', 'PUNCT', 'CCONJ']","[True, False, True, False, True, True, False, True, False, True, True, False, True, False, False, True, True, False, False, False, True, False, True, False, False, True]"
57,Appointments,3,Alberta_Election_Act--Appointments--1,['appointment'],['NOUN'],[False]
58,The application must be accompanied with a copy of the notice of administrative penalty and state the reasons for the appeal.,8,Alberta_Election_Act--Administrative_Penalties_and_Offences--5--None--0--Appeal_of_administrative_penalty--153.3--2,"['the', 'application', 'must', 'be', 'accompany', 'with', 'a', 'copy', 'of', 'the', 'notice', 'of', 'administrative', 'penalty', 'and', 'state', 'the', 'reason', 'for', 'the', 'appeal', '.']","['DET', 'NOUN', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, False, True, False, True, True, False, False]"
59,Revision of polling subdivision lists,6,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Revision_of_polling_subdivision_lists","['revision', 'of', 'polling', 'subdivision', 'list']","['NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN']","[False, True, False, False, False]"
60,"shall within the time prescribed by section 185 be filed at the judicial centre located in the electoral division or, if there is none, at the judicial centre closest to the electoral division;",9,Alberta_Election_Act--Controverted_Elections--7--None--0--Petition--186--1--b,"['shall', 'within', 'the', 'time', 'prescribe', 'by', 'section', '185', 'be', 'file', 'at', 'the', 'judicial', 'centre', 'locate', 'in', 'the', 'electoral', 'division', 'or', ',', 'if', 'there', 'be', 'none', ',', 'at', 'the', 'judicial', 'centre', 'close', 'to', 'the', 'electoral', 'division', ';']","['AUX', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'NUM', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'PUNCT', 'SCONJ', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","[False, True, True, False, False, True, False, False, True, False, True, True, False, False, False, True, True, False, False, True, False, True, True, True, True, False, True, True, False, False, False, True, True, False, False, False]"
61,"Subject to subsection (1), no person may inspect any election documents retained by the Chief Electoral Officer pertaining to the election in that electoral division except by order of a judge.",8,Alberta_Election_Act--Post‑Polling‑Day_Procedures--4--None--0--Inspection_of_election_documents--152--4,"['subject', 'to', 'subsection', '(', '1', ')', ',', 'no', 'person', 'may', 'inspect', 'any', 'election', 'document', 'retain', 'by', 'the', 'Chief', 'Electoral', 'Officer', 'pertain', 'to', 'the', 'election', 'in', 'that', 'electoral', 'division', 'except', 'by', 'order', 'of', 'a', 'judge', '.']","['NOUN', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'SCONJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[False, True, False, False, False, False, False, True, False, True, False, True, False, False, False, True, True, False, False, False, False, True, True, False, True, True, False, False, True, True, False, True, True, False, False]"
62,"to a member of the Legislative Assembly who is not a member of a registered political party,",9,Alberta_Election_Act--Election_Lists--2--None--2--Distribution_of_lists_of_electors--18--2--b,"['to', 'a', 'member', 'of', 'the', 'Legislative', 'Assembly', 'who', 'be', 'not', 'a', 'member', 'of', 'a', 'register', 'political', 'party', ',']","['ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PRON', 'AUX', 'PART', 'DET', 'NOUN', 'ADP', 'DET', 'VERB', 'ADJ', 'NOUN', 'PUNCT']","[True, True, False, True, True, False, False, True, True, True, True, False, True, True, False, False, False, False]"
63,"No person shall transmit to the public, in an electoral division on polling day before the close of all of the polling places in that electoral division, the results of an election survey that have not previously been transmitted to the public.",8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Prohibitions_re_transmission_of_election_survey_results_during_blackout_period--135.4--2","['no', 'person', 'shall', 'transmit', 'to', 'the', 'public', ',', 'in', 'an', 'electoral', 'division', 'on', 'polling', 'day', 'before', 'the', 'close', 'of', 'all', 'of', 'the', 'polling', 'place', 'in', 'that', 'electoral', 'division', ',', 'the', 'result', 'of', 'an', 'election', 'survey', 'that', 'have', 'not', 'previously', 'be', 'transmit', 'to', 'the', 'public', '.']","['DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PRON', 'AUX', 'PART', 'ADV', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","[True, False, False, False, True, True, False, False, True, True, False, False, True, False, False, True, True, False, True, True, True, True, False, False, True, True, False, False, False, True, False, True, True, False, False, True, True, True, False, True, False, True, True, False, False]"
